                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.2107,                 3.8501,                  4.273,                  0.032,                      1,                0.17735,                0.02265,                 2.7739,                 3.5529,                 4.1385,                0.07025,              0.0033056,              0.0033056
